"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status","CAD Value"
"2023-09-25 02:05:49","3706897346","ETHBTC","Limit","BUY","0.06027","0.5272ETH","2023-09-25 02:05:49","0.5272ETH","0.06026999","0.03177434BTC","FILLED","Price Unavailable"
"2023-09-25 02:04:56","3706897222","ETHBTC","Limit","BUY","0.06026","0.5273ETH","2023-09-25 02:05:36","0ETH","0","0BTC","CANCELED","Price Unavailable"
"2023-09-25 02:03:44","3706896668","ETHBTC","Limit","SELL","0.06026","0.3717ETH","2023-09-25 02:03:44","0.3717ETH","0.06025999","0.02239864BTC","FILLED","Price Unavailable"
"2023-09-25 02:02:33","447712715","LTCETH","Limit","SELL","0.04049","0.405LTC","2023-09-25 02:02:33","0.405LTC","0.04049","0.01639845ETH","FILLED","Price Unavailable"
"2023-09-25 02:02:05","480912167","DOGEBTC","Limit","SELL","0.00000232","477DOGE","2023-09-25 02:02:05","477DOGE","0.00000232","0.00110664BTC","FILLED","Price Unavailable"
"2023-09-25 02:01:06","188921499","HBARBTC","Limit","SELL","0.00000191","1254HBAR","2023-09-25 02:01:06","1254HBAR","0.00000191","0.00239514BTC","FILLED","Price Unavailable"
"2023-09-25 02:00:36","346661379","XMRETH","Limit","SELL","0.09104","0.591XMR","2023-09-25 02:00:36","0.591XMR","0.09104","0.05380464ETH","FILLED","Price Unavailable"
"2023-09-25 01:54:08","702011913","BNBETH","Limit","SELL","0.1321","0.197BNB","2023-09-25 01:54:08","0.197BNB","0.1321","0.0260237ETH","FILLED","Price Unavailable"
"2023-09-25 01:52:56","103270034","APEETH","Limit","SELL","0.000703","7.802APE","2023-09-25 01:52:56","7.802APE","0.000703","0.0054848ETH","FILLED","Price Unavailable"
"2023-09-25 01:52:17","319067858","THETAETH","Limit","SELL","0.0003992","5THETA","2023-09-25 01:52:17","5THETA","0.0003997","0.0019985ETH","FILLED","Price Unavailable"
"2023-09-25 01:51:54","87370664","RNDRBTC","Limit","SELL","0.0000592","11.66RNDR","2023-09-25 01:51:54","11.66RNDR","0.0000593","0.00069142BTC","FILLED","Price Unavailable"
"2023-09-25 01:51:33","108746537","SOLETH","Limit","SELL","0.01225","1.06SOL","2023-09-25 01:51:33","1.06SOL","0.01227","0.0130062ETH","FILLED","Price Unavailable"
"2023-09-25 01:51:20","112230863","DOTETH","Limit","SELL","0.002539","5.37DOT","2023-09-25 01:51:28","5.37DOT","0.002539","0.01363443ETH","FILLED","Price Unavailable"
"2023-09-25 01:51:04","556381876","ADAETH","Limit","SELL","0.0001545","96.7ADA","2023-09-25 01:51:04","96.7ADA","0.0001545","0.01494015ETH","FILLED","Price Unavailable"
"2023-09-25 01:50:43","447711995","LTCETH","Limit","SELL","0.04051","0.405LTC","2023-09-25 02:00:42","0LTC","0","0ETH","CANCELED","Price Unavailable"
"2023-09-25 01:50:16","82120761","SHIBDOGE","Limit","SELL","0.0001208","3949447SHIB","2023-09-25 01:56:10","3949447SHIB","0.0001208","477.0931976DOGE","FILLED","Price Unavailable"
"2023-09-25 01:48:46","480911273","DOGEBTC","Limit","SELL","0.00000232","500DOGE","2023-09-25 01:48:46","500DOGE","0.00000232","0.00116BTC","FILLED","Price Unavailable"
"2023-09-25 01:48:29","831836233","BCHBTC","Limit","SELL","0.00784","0.2BCH","2023-09-25 01:57:12","0.2BCH","0.00784","0.001568BTC","FILLED","Price Unavailable"
"2023-09-25 01:48:10","623219241","LINKETH","Limit","SELL","0.004536","6.48LINK","2023-09-25 01:48:10","6.48LINK","0.004537","0.02939976ETH","FILLED","Price Unavailable"
"2023-09-25 01:47:51","188920788","HBARBTC","Limit","SELL","0.00000192","1254HBAR","2023-09-25 02:00:42","0HBAR","0","0BTC","CANCELED","Price Unavailable"
"2023-09-25 01:47:00","143736356","QNTBTC","Limit","SELL","0.003367","0.736QNT","2023-09-25 01:47:00","0.736QNT","0.00337","0.00248032BTC","FILLED","Price Unavailable"
"2023-09-25 01:46:01","346660643","XMRETH","Limit","SELL","0.09119","0.591XMR","2023-09-25 01:59:23","0XMR","0","0ETH","CANCELED","Price Unavailable"
"2023-09-25 01:45:04","346660625","XMRETH","Limit","SELL","0.09119","0.591XMR","2023-09-25 01:45:38","0XMR","0","0ETH","CANCELED","Price Unavailable"
"2023-09-25 01:44:46","610673200","XRPETH","Limit","SELL","0.0003171","503XRP","2023-09-25 01:44:46","503XRP","0.0003171","0.1595013ETH","FILLED","Price Unavailable"
"2023-07-12 01:14:29","328003193","RNDRUSDT","Limit","BUY","2.018","11.66RNDR","2023-07-12 01:14:40","11.66RNDR","2.018","23.52988USDT","FILLED","Price Unavailable"
"2023-07-12 01:13:49","328002553","RNDRUSDT","Limit","BUY","2.017","11.67RNDR","2023-07-12 01:14:23","0RNDR","0","0USDT","CANCELED","Price Unavailable"
"2023-07-12 01:12:47","328001414","RNDRUSDT","Limit","BUY","2.017","11.67RNDR","2023-07-12 01:13:38","0RNDR","0","0USDT","CANCELED","Price Unavailable"
"2023-07-12 01:09:39","327999329","RNDRUSDT","Limit","BUY","2.012","11.7RNDR","2023-07-12 01:12:40","0RNDR","0","0USDT","CANCELED","Price Unavailable"
"2023-07-12 01:08:33","13841060634","ETHUSDT","Limit","SELL","1883.44","0.0125ETH","2023-07-12 01:08:42","0.0125ETH","1883.44","23.543USDT","FILLED","Price Unavailable"
"2023-04-30 23:15:17","75795152","SHIBDOGE","Limit","BUY","0.0001266","3949447SHIB","2023-04-30 23:36:46","3949447SHIB","0.0001266","499.9999902DOGE","FILLED","Price Unavailable"
"2023-04-30 23:13:38","124088981","QNTBTC","Limit","BUY","0.00395","0.736QNT","2023-04-30 23:16:23","0.736QNT","0.00395","0.0029072BTC","FILLED","Price Unavailable"
"2023-04-30 23:05:57","175503360","HBARBTC","Limit","BUY","0.00000218","888HBAR","2023-04-30 23:05:57","888HBAR","0.00000218","0.00193584BTC","FILLED","Price Unavailable"
"2023-04-30 23:03:54","346117423","QTUMBTC","Limit","BUY","0.000097","30QTUM","2023-04-30 23:07:30","0QTUM","0","0BTC","CANCELED","Price Unavailable"
"2023-04-30 23:00:35","346117307","QTUMBTC","Limit","BUY","0.000097","49.9QTUM","2023-04-30 23:03:54","0QTUM","0","0BTC","CANCELED","Price Unavailable"
"2023-04-30 22:49:39","1150914507","XRPBTC","Limit","BUY","0.00001609","195XRP","2023-04-30 22:52:46","195XRP","0.00001609","0.00313755BTC","FILLED","Price Unavailable"
"2023-04-30 22:47:43","463014392","DOGEBTC","Limit","BUY","0.00000272","1000DOGE","2023-04-30 22:56:38","1000DOGE","0.00000272","0.00272BTC","FILLED","Price Unavailable"
"2023-04-30 22:45:16","346116734","QTUMBTC","Limit","BUY","0.0000967","50QTUM","2023-04-30 23:00:25","0QTUM","0","0BTC","CANCELED","Price Unavailable"
"2023-04-30 22:43:59","1676825235","BNBBTC","Limit","BUY","0.011482","0.2BNB","2023-04-30 22:43:59","0.2BNB","0.011482","0.0022964BTC","FILLED","Price Unavailable"
"2022-03-29 23:45:10","1401109978","BNBBTC","Limit","BUY","0.009153","0.209BNB","2022-03-29 23:45:10","0.209BNB","0.00915297","0.00191297BTC","FILLED","Price Unavailable"
"2022-03-27 23:01:47","111716956","APEUSDT","Limit","BUY","14.1521","3.67APE","2022-03-27 23:01:56","3.67APE","14.1521","51.938207USDT","FILLED","Price Unavailable"
"2022-03-27 22:59:43","111711381","APEUSDT","Limit","BUY","14.1362","3.67APE","2022-03-27 23:01:38","0APE","0","0USDT","CANCELED","Price Unavailable"
"2022-03-27 22:57:11","2784011264","LTCUSDT","Limit","SELL","128.3","0.404LTC","2022-03-27 22:58:45","0.404LTC","128.3","51.8332USDT","FILLED","Price Unavailable"
"2022-03-20 18:16:00","47691477","APEUSDT","Limit","BUY","10.3","3.44APE","2022-03-20 18:16:11","3.44APE","10.3","35.432USDT","FILLED","Price Unavailable"
"2022-03-20 18:14:55","2749450972","BCHUSDT","Limit","SELL","317.4","0.11BCH","2022-03-20 18:14:55","0.11BCH","317.4","34.914USDT","FILLED","Price Unavailable"
"2022-03-20 18:11:50","8327114576","ETHUSDT","Limit","SELL","2835","0.02ETH","2022-03-20 18:12:21","0ETH","0","0USDT","CANCELED","Price Unavailable"
"2022-02-22 19:32:22","4071023405","XRPUSDT","Limit","BUY","0.7027","34XRP","2022-02-22 19:32:23","34XRP","0.7027","23.8918USDT","FILLED","Price Unavailable"
"2022-02-22 19:28:32","7967775278","ETHUSDT","Limit","SELL","2600.84","0.0094ETH","2022-02-22 19:28:32","0.0094ETH","2601.34","24.452596USDT","FILLED","Price Unavailable"
"2022-02-22 03:54:27","462474654","HBARUSDT","Limit","BUY","0.1964","366HBAR","2022-02-22 03:54:27","366HBAR","0.1964","71.8824USDT","FILLED","Price Unavailable"
"2022-02-22 03:53:49","7955693066","ETHUSDT","Limit","SELL","2519","0.0285ETH","2022-02-22 03:53:49","0.0285ETH","2519.57","71.807745USDT","FILLED","Price Unavailable"
"2022-02-22 00:04:31","2718012122","DOTUSDT","Limit","BUY","16.2","2.46DOT","2022-02-22 00:04:31","2.46DOT","16.2","39.852USDT","FILLED","Price Unavailable"
"2022-02-22 00:03:12","7952222277","ETHUSDT","Limit","SELL","2575.32","0.0155ETH","2022-02-22 00:03:59","0.0155ETH","2575.32","39.91746USDT","FILLED","Price Unavailable"
"2022-02-22 00:01:38","4065859960","XRPUSDT","Limit","BUY","0.705","142XRP","2022-02-22 00:01:43","142XRP","0.705","100.11USDT","FILLED","Price Unavailable"
"2022-02-22 00:01:02","7952187563","ETHUSDT","Limit","SELL","2575","0.0389ETH","2022-02-22 00:01:02","0.0389ETH","2575.33","100.180337USDT","FILLED","Price Unavailable"
"2022-02-14 05:20:55","2694168821","DOTUSDT","Limit","BUY","18.16","1.61DOT","2022-02-14 05:20:55","1.61DOT","18.16","29.2376USDT","FILLED","Price Unavailable"
"2022-02-14 05:18:00","1040927175","XMRUSDT","Limit","BUY","169","0.591XMR","2022-02-14 05:18:00","0.591XMR","169","99.879USDT","FILLED","Price Unavailable"
"2022-02-14 05:16:21","2720056676","LTCUSDT","Limit","BUY","123.6","0.809LTC","2022-02-14 05:16:21","0.809LTC","123.6","99.9924USDT","FILLED","Price Unavailable"
"2022-02-14 05:13:05","2695979129","BCHUSDT","Limit","BUY","322.3","0.31BCH","2022-02-14 05:13:55","0.31BCH","322.3","99.913USDT","FILLED","Price Unavailable"
"2022-02-14 05:11:22","3220545467","LINKUSDT","Limit","BUY","15.41","6.48LINK","2022-02-14 05:11:22","6.48LINK","15.41","99.8568USDT","FILLED","Price Unavailable"
"2022-02-14 05:08:31","4022114106","XRPUSDT","Limit","BUY","0.795","65XRP","2022-02-14 05:08:47","65XRP","0.795","51.675USDT","FILLED","Price Unavailable"
"2022-02-14 05:06:53","4022109653","XRPUSDT","Limit","BUY","0.794","90XRP","2022-02-14 05:07:45","26XRP","0.794","20.644USDT","PARTIALLY_FILLED","Price Unavailable"
"2022-02-14 05:04:49","2954675815","ADAUSDT","Limit","BUY","1.033","66.7ADA","2022-02-14 05:05:53","66.7ADA","1.033","68.9011USDT","FILLED","Price Unavailable"
"2022-02-14 05:02:34","2153795372","SOLUSDT","Limit","BUY","93.81","1.06SOL","2022-02-14 05:03:19","1.06SOL","93.81","99.4386USDT","FILLED","Price Unavailable"
"2022-02-14 05:00:02","7838782498","ETHUSDT","Limit","SELL","2866","0.2336ETH","2022-02-14 05:00:02","0.2336ETH","2866.46","669.605056USDT","FILLED","Price Unavailable"
"2021-04-29 00:48:19","2287107124","XRPUSDT","Limit","BUY","1.355","11.66XRP","2021-04-29 00:48:36","11.66XRP","1.355","15.7993USDT","FILLED","Price Unavailable"
"2021-04-29 00:47:42","2287103811","XRPUSDT","Limit","BUY","1.353","11.68XRP","2021-04-29 00:48:10","0XRP","0","0USDT","CANCELED","Price Unavailable"
"2021-04-29 00:47:27","1375871651","ADAUSDT","Limit","SELL","1.33","11.77ADA","2021-04-29 00:47:27","11.77ADA","1.33057689","15.66089USDT","FILLED","Price Unavailable"
"2021-04-19 22:06:46","2190640865","XRPUSDT","Limit","BUY","1.36242","23.7XRP","2021-04-19 22:06:46","23.7XRP","1.36111","32.258307USDT","FILLED","Price Unavailable"
"2021-04-19 22:06:28","644951287","THETAUSDT","Limit","SELL","10.96916","2.9THETA","2021-04-19 22:06:28","2.9THETA","10.97522","31.828138USDT","FILLED","Price Unavailable"
"2021-03-26 17:42:50","538494819","THETAUSDT","Limit","BUY","12.3471","4.1THETA","2021-03-26 17:42:50","4.1THETA","12.33867","50.588547USDT","FILLED","Price Unavailable"
"2021-03-26 17:42:34","1187986405","ADAUSDT","Limit","SELL","1.22665","41.6ADA","2021-03-26 17:42:34","41.6ADA","1.22797","51.083552USDT","FILLED","Price Unavailable"
"2021-03-11 18:51:32","480754190","THETAUSDT","Limit","BUY","7.75873","3.8THETA","2021-03-11 18:51:32","3.8THETA","7.75873","29.483174USDT","FILLED","Price Unavailable"
"2021-03-11 18:49:53","682814524","DOTUSDT","Limit","SELL","37.4229","1.04DOT","2021-03-11 18:51:12","0.79DOT","37.4229","29.564091USDT","PARTIALLY_FILLED","Price Unavailable"
"2021-03-08 22:41:11","666916485","DOTUSDT","Limit","BUY","34.3487","2.1DOT","2021-03-08 22:41:11","2.1DOT","34.3487","72.13227USDT","FILLED","Price Unavailable"
"2021-03-08 19:04:40","471938989","THETAUSDT","Stop-Limit","SELL","4.95","14.6THETA","2021-03-08 19:06:44","14.6THETA","4.95","72.27USDT","FILLED","Price Unavailable"
"2021-03-02 05:17:01","454846754","THETAUSDT","Limit","BUY","3.404","14.7THETA","2021-03-02 05:17:01","14.7THETA","3.40209","50.010723USDT","FILLED","Price Unavailable"
"2021-03-02 05:16:22","1047388699","ADAUSDT","Limit","SELL","1.223","41ADA","2021-03-02 05:16:26","41ADA","1.223","50.143USDT","FILLED","Price Unavailable"
"2021-02-27 01:39:08","1020587860","ADAUSDT","Market","BUY","0","124.5ADA","2021-02-27 01:39:08","124.5ADA","1.25625","156.403125USDT","FILLED","Price Unavailable"
"2021-02-27 01:38:52","1020586455","ADAUSDT","Limit","BUY","1.25418","124.7ADA","2021-02-27 01:39:01","0ADA","0","0USDT","CANCELED","Price Unavailable"
"2021-02-27 01:38:25","3162742017","ETHUSDT","Market","SELL","0","0.10481ETH","2021-02-27 01:38:25","0.10481ETH","1494.39804599","156.6278592USDT","FILLED","Price Unavailable"
"2021-02-21 23:08:54","3086104654","ETHUSDT","Limit","BUY","1931.77","0.10492ETH","2021-02-21 23:08:54","0.10492ETH","1931.75","202.67921USDT","FILLED","Price Unavailable"
"2021-02-21 06:15:43","455122233","ONTUSDT","Stop-Limit","SELL","1.44","140.9ONT","2021-02-21 06:21:41","140.9ONT","1.44","202.896USDT","FILLED","Price Unavailable"
"2021-02-21 06:15:43","455122234","ONTUSDT","Limit-Maker","SELL","1.48","140.9ONT","2021-02-21 06:21:41","0ONT","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-21 06:12:56","455115477","ONTUSDT","Limit","BUY","1.465","141.05ONT","2021-02-21 06:13:17","141.05ONT","1.465","206.63825USDT","FILLED","Price Unavailable"
"2021-02-20 18:10:45","64803667","BEAMUSDT","Limit","BUY","0.797","129.63BEAM","2021-02-20 18:13:08","0BEAM","0","0USDT","CANCELED","Price Unavailable"
"2021-02-20 18:04:41","64800942","BEAMUSDT","Limit","BUY","0.795","129.96BEAM","2021-02-20 18:05:31","0BEAM","0","0USDT","CANCELED","Price Unavailable"
"2021-02-19 22:31:26","120900140","NANOUSDT","Limit-Maker","SELL","7.33","28.21NANO","2021-02-20 11:07:52","28.21NANO","7.33","206.7793USDT","FILLED","Price Unavailable"
"2021-02-19 22:31:26","120900139","NANOUSDT","Stop-Limit","SELL","7","28.21NANO","2021-02-20 11:07:52","0NANO","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-19 22:25:39","120894867","NANOUSDT","Limit","BUY","7.15","14.15NANO","2021-02-19 22:25:40","14.15NANO","7.15","101.1725USDT","FILLED","Price Unavailable"
"2021-02-19 22:23:41","120894043","NANOUSDT","Limit","BUY","7.1681","14.09NANO","2021-02-19 22:24:05","14.09NANO","7.1681","100.998529USDT","FILLED","Price Unavailable"
"2021-02-19 22:19:56","161850937","SXPUSDT","Limit","BUY","3.2","63.199SXP","2021-02-19 22:22:31","0SXP","0","0USDT","CANCELED","Price Unavailable"
"2021-02-19 22:09:01","161841843","SXPUSDT","Stop-Limit","SELL","3.19","63.46SXP","2021-02-19 22:18:25","63.46SXP","3.19","202.4374USDT","FILLED","Price Unavailable"
"2021-02-19 22:06:43","161839328","SXPUSDT","Limit","BUY","3.22","63.524SXP","2021-02-19 22:06:46","63.524SXP","3.22","204.54728USDT","FILLED","Price Unavailable"
"2021-02-19 13:28:13","511392028","DASHUSDT","Limit","BUY","316.5","0.32314DASH","2021-02-19 13:29:18","0DASH","0","0USDT","CANCELED","Price Unavailable"
"2021-02-18 23:50:38","297489832","DOGEUSDT","Limit-Maker","SELL","0.0599","3418DOGE","2021-02-18 23:53:14","3418DOGE","0.0599","204.7382USDT","FILLED","Price Unavailable"
"2021-02-18 23:50:38","297489831","DOGEUSDT","Stop-Limit","SELL","0.0591","3418DOGE","2021-02-18 23:52:54","0DOGE","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-18 23:47:49","297479172","DOGEUSDT","Limit-Maker","SELL","0.0603","3418DOGE","2021-02-18 23:50:34","0DOGE","0","0USDT","CANCELED","Price Unavailable"
"2021-02-18 23:47:49","297479171","DOGEUSDT","Stop-Limit","SELL","0.0591","3418DOGE","2021-02-18 23:50:34","0DOGE","0","0USDT","CANCELED","Price Unavailable"
"2021-02-18 23:45:44","297469356","DOGEUSDT","Limit","BUY","0.0597","3422DOGE","2021-02-18 23:46:21","3422DOGE","0.0597","204.2934USDT","FILLED","Price Unavailable"
"2021-02-18 23:45:17","297467054","DOGEUSDT","Limit","BUY","0.0595","3433DOGE","2021-02-18 23:45:41","0DOGE","0","0USDT","CANCELED","Price Unavailable"
"2021-02-18 23:36:02","297426521","DOGEUSDT","Limit","BUY","0.06","3405DOGE","2021-02-18 23:36:23","0DOGE","0","0USDT","CANCELED","Price Unavailable"
"2021-02-18 18:51:51","120183550","NANOUSDT","Stop-Limit","SELL","6.9","28.96NANO","2021-02-18 19:30:21","0NANO","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-18 18:51:51","120183551","NANOUSDT","Limit-Maker","SELL","7.06","28.96NANO","2021-02-18 19:30:21","28.96NANO","7.06","204.4576USDT","FILLED","Price Unavailable"
"2021-02-18 18:48:03","120181739","NANOUSDT","Limit","BUY","6.9801","28.99NANO","2021-02-18 18:49:39","28.99NANO","6.9801","202.353099USDT","FILLED","Price Unavailable"
"2021-02-17 22:12:40","336050852","IOSTUSDT","Stop-Limit","SELL","0.04039","4905IOST","2021-02-17 22:14:38","0IOST","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-17 22:12:40","336050853","IOSTUSDT","Limit-Maker","SELL","0.0413","4905IOST","2021-02-17 22:14:38","4905IOST","0.0413","202.5765USDT","FILLED","Price Unavailable"
"2021-02-17 22:09:24","336047796","IOSTUSDT","Limit","BUY","0.0408","4910IOST","2021-02-17 22:10:57","4910IOST","0.0408","200.328USDT","FILLED","Price Unavailable"
"2021-02-17 04:16:00","119074752","NANOUSDT","Stop-Limit","SELL","5.9999","33.42NANO","2021-02-17 04:29:29","33.42NANO","5.9999","200.516658USDT","FILLED","Price Unavailable"
"2021-02-17 04:16:00","119074753","NANOUSDT","Limit-Maker","SELL","6.2099","33.42NANO","2021-02-17 04:28:53","0NANO","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-17 04:13:13","119073510","NANOUSDT","Limit","BUY","6.064","33.45NANO","2021-02-17 04:13:45","33.45NANO","6.064","202.8408USDT","FILLED","Price Unavailable"
"2021-02-17 02:43:41","1492591114","EOSUSDT","Stop-Limit","SELL","4.5599","44.48EOS","2021-02-17 03:14:25","44.48EOS","4.56","202.8288USDT","FILLED","Price Unavailable"
"2021-02-17 02:43:41","1492591115","EOSUSDT","Limit-Maker","SELL","4.655","44.48EOS","2021-02-17 03:14:25","0EOS","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-17 01:30:44","1492301171","EOSUSDT","Limit-Maker","SELL","4.66","44.48EOS","2021-02-17 02:43:32","0EOS","0","0USDT","CANCELED","Price Unavailable"
"2021-02-17 01:30:44","1492301170","EOSUSDT","Stop-Limit","SELL","4.5599","44.48EOS","2021-02-17 02:43:32","0EOS","0","0USDT","CANCELED","Price Unavailable"
"2021-02-17 01:25:00","1492276670","EOSUSDT","Limit","BUY","4.616","44.53EOS","2021-02-17 01:25:00","44.53EOS","4.6104","205.301112USDT","FILLED","Price Unavailable"
"2021-02-17 01:06:32","668173637","XLMUSDT","Limit-Maker","SELL","0.4848","427XLM","2021-02-17 01:06:59","0XLM","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-17 01:06:32","668173636","XLMUSDT","Stop-Limit","SELL","0.472","427XLM","2021-02-17 01:06:59","427XLM","0.4817947","205.726338USDT","FILLED","Price Unavailable"
"2021-02-17 01:02:22","668161381","XLMUSDT","Limit-Maker","SELL","0.4848","427XLM","2021-02-17 01:06:26","0XLM","0","0USDT","CANCELED","Price Unavailable"
"2021-02-17 01:02:22","668161380","XLMUSDT","Stop-Limit","SELL","0.4758","427XLM","2021-02-17 01:06:26","0XLM","0","0USDT","CANCELED","Price Unavailable"
"2021-02-17 01:01:03","668156607","XLMUSDT","Stop-Limit","SELL","0.4758","427XLM","2021-02-17 01:01:08","0XLM","0","0USDT","CANCELED","Price Unavailable"
"2021-02-17 01:01:03","668156608","XLMUSDT","Limit-Maker","SELL","0.4848","427XLM","2021-02-17 01:01:08","0XLM","0","0USDT","CANCELED","Price Unavailable"
"2021-02-17 00:59:49","668151543","XLMUSDT","Limit-Maker","SELL","0.4848","427XLM","2021-02-17 01:00:35","0XLM","0","0USDT","CANCELED","Price Unavailable"
"2021-02-17 00:59:49","668151542","XLMUSDT","Stop-Limit","SELL","0.4758","427XLM","2021-02-17 01:00:35","0XLM","0","0USDT","CANCELED","Price Unavailable"
"2021-02-17 00:56:10","668141903","XLMUSDT","Limit","BUY","0.48","213.6XLM","2021-02-17 00:56:53","213.6XLM","0.48","102.528USDT","FILLED","Price Unavailable"
"2021-02-17 00:55:22","668140101","XLMUSDT","Limit","BUY","0.479","213.9XLM","2021-02-17 00:57:45","213.9XLM","0.479","102.4581USDT","FILLED","Price Unavailable"
"2021-02-17 00:55:00","668138982","XLMUSDT","Limit","BUY","0.4788","214.1XLM","2021-02-17 00:56:04","0XLM","0","0USDT","CANCELED","Price Unavailable"
"2021-02-17 00:54:35","668137868","XLMUSDT","Limit","BUY","0.478","214.4XLM","2021-02-17 00:54:51","0XLM","0","0USDT","CANCELED","Price Unavailable"
"2021-02-17 00:41:52","37208330","IRISUSDT","Limit","BUY","0.15022","1364.7IRIS","2021-02-17 00:54:10","0IRIS","0","0USDT","CANCELED","Price Unavailable"
"2021-02-17 00:39:11","37206760","IRISUSDT","Limit","BUY","0.1502","1364.8IRIS","2021-02-17 00:41:47","0IRIS","0","0USDT","CANCELED","Price Unavailable"
"2021-02-16 23:58:44","1502484877","LINKUSDT","Limit","BUY","31.935","3.21LINK","2021-02-17 00:00:06","0LINK","0","0USDT","CANCELED","Price Unavailable"
"2021-02-15 22:32:46","118215919","NANOUSDT","Stop-Limit","SELL","4.939","30.21NANO","2021-02-16 01:23:22","0NANO","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-15 22:32:46","118215920","NANOUSDT","Limit-Maker","SELL","6.79","30.21NANO","2021-02-16 01:23:22","30.21NANO","6.79","205.1259USDT","FILLED","Price Unavailable"
"2021-02-15 19:51:57","118124021","NANOUSDT","Limit","BUY","6.7174","30.24NANO","2021-02-15 19:51:57","30.24NANO","6.7166","203.109984USDT","FILLED","Price Unavailable"
"2021-02-14 16:12:58","1486873865","LINKUSDT","Stop-Limit","SELL","33.1999","6.12LINK","2021-02-14 16:13:23","6.12LINK","33.1999","203.183388USDT","FILLED","Price Unavailable"
"2021-02-14 16:10:12","1486858897","LINKUSDT","Market","BUY","0","6.13LINK","2021-02-14 16:10:12","6.13LINK","32.9695","202.103035USDT","FILLED","Price Unavailable"
"2021-02-13 20:49:21","1446861508","BNBUSDT","Limit","BUY","131","1.544BNB","2021-02-13 20:49:56","0BNB","0","0USDT","CANCELED","Price Unavailable"
"2021-02-13 20:40:03","1677881027","XRPUSDT","Limit-Maker","SELL","0.61599","331.6XRP","2021-02-13 20:42:24","0XRP","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-13 20:40:03","1677881026","XRPUSDT","Stop-Limit","SELL","0.6098","331.6XRP","2021-02-13 20:42:24","331.6XRP","0.60988","202.236208USDT","FILLED","Price Unavailable"
"2021-02-13 20:15:10","1677742149","XRPUSDT","Stop-Limit","SELL","0.6029","331.6XRP","2021-02-13 20:39:56","0XRP","0","0USDT","CANCELED","Price Unavailable"
"2021-02-13 20:15:10","1677742150","XRPUSDT","Limit-Maker","SELL","0.61599","331.6XRP","2021-02-13 20:39:56","0XRP","0","0USDT","CANCELED","Price Unavailable"
"2021-02-13 20:13:56","1677733415","XRPUSDT","Limit","BUY","0.6099","331.9XRP","2021-02-13 20:13:56","331.9XRP","0.60921","202.196799USDT","FILLED","Price Unavailable"
"2021-02-12 16:20:09","115750506","NANOUSDT","Stop-Limit","SELL","6.4","31.64NANO","2021-02-12 16:22:49","31.64NANO","6.405","202.6542USDT","FILLED","Price Unavailable"
"2021-02-12 16:20:09","115750507","NANOUSDT","Limit-Maker","SELL","6.54","31.64NANO","2021-02-12 16:22:49","0NANO","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-12 16:19:22","115749548","NANOUSDT","Limit","SELL","6.54","31.64NANO","2021-02-12 16:20:02","0NANO","0","0USDT","CANCELED","Price Unavailable"
"2021-02-12 16:17:48","115748371","NANOUSDT","Limit","BUY","6.47","31.67NANO","2021-02-12 16:18:01","31.67NANO","6.47","204.9049USDT","FILLED","Price Unavailable"
"2021-02-12 15:34:15","115718124","NANOUSDT","Limit","BUY","6.4603","31.72NANO","2021-02-12 15:36:21","0NANO","0","0USDT","CANCELED","Price Unavailable"
"2021-02-12 05:56:38","115162855","NANOUSDT","Limit","BUY","7.18","28.54NANO","2021-02-12 05:57:10","0NANO","0","0USDT","CANCELED","Price Unavailable"
"2021-02-12 05:48:50","115150315","NANOUSDT","Limit","SELL","7.199","28.49NANO","2021-02-12 05:49:16","28.49NANO","7.199","205.09951USDT","FILLED","Price Unavailable"
"2021-02-12 05:48:15","115149738","NANOUSDT","Limit","SELL","7.189","28.49NANO","2021-02-12 05:48:31","0NANO","0","0USDT","CANCELED","Price Unavailable"
"2021-02-12 05:47:22","115148556","NANOUSDT","Limit","BUY","7.12","28.52NANO","2021-02-12 05:47:53","28.52NANO","7.12","203.0624USDT","FILLED","Price Unavailable"
"2021-02-12 05:37:56","115136351","NANOUSDT","Limit","SELL","7.15","28.43NANO","2021-02-12 05:38:14","28.43NANO","7.15","203.2745USDT","FILLED","Price Unavailable"
"2021-02-12 05:34:57","115132687","NANOUSDT","Limit","SELL","7.1799","28.43NANO","2021-02-12 05:37:51","0NANO","0","0USDT","CANCELED","Price Unavailable"
"2021-02-12 05:32:50","115129816","NANOUSDT","Limit","SELL","7.18","28.43NANO","2021-02-12 05:34:54","0NANO","0","0USDT","CANCELED","Price Unavailable"
