"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status","CAD Value"
"2021-02-04 15:21:04","203318742","DOGEUSDT","Limit-Maker","SELL","0.055","1000DOGE","2021-02-04 15:22:31","0DOGE","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-04 15:21:04","203318741","DOGEUSDT","Stop-Limit","SELL","0.0459999","1000DOGE","2021-02-04 15:22:31","1000DOGE","0.046","46USDT","FILLED","Price Unavailable"
"2021-02-04 14:55:56","203162075","DOGEUSDT","Limit","SELL","0.055","1000DOGE","2021-02-04 15:20:20","0DOGE","0","0USDT","CANCELED","Price Unavailable"
"2021-02-04 05:34:40","1373650577","BNBUSDT","Limit","SELL","53.41","2.722BNB","2021-02-04 08:24:28","2.722BNB","53.41","145.38202USDT","FILLED","Price Unavailable"
"2021-02-04 05:18:01","1373604413","BNBUSDT","Limit","BUY","52.92","2.724BNB","2021-02-04 05:20:12","2.724BNB","52.92","144.15408USDT","FILLED","Price Unavailable"
"2021-02-04 05:16:17","1373598603","BNBUSDT","Limit","BUY","52.9001","2.721BNB","2021-02-04 05:17:48","0BNB","0","0USDT","CANCELED","Price Unavailable"
"2021-02-04 05:06:43","109862516","NANOUSDT","Stop-Limit","SELL","3.5899","40.11NANO","2021-02-04 05:12:03","40.11NANO","3.5899","143.990889USDT","FILLED","Price Unavailable"
"2021-02-04 05:06:43","109862517","NANOUSDT","Limit-Maker","SELL","3.6385","40.11NANO","2021-02-04 05:12:03","0NANO","0","0USDT","EXPIRED","Price Unavailable"
"2021-02-04 05:01:24","109861620","NANOUSDT","Limit-Maker","SELL","3.62","40.11NANO","2021-02-04 05:02:56","0NANO","0","0USDT","CANCELED","Price Unavailable"
"2021-02-04 05:01:24","109861619","NANOUSDT","Stop-Limit","SELL","3.59","40.11NANO","2021-02-04 05:02:56","0NANO","0","0USDT","CANCELED","Price Unavailable"
"2021-02-04 04:55:20","109860350","NANOUSDT","Limit-Maker","SELL","3.84","40.11NANO","2021-02-04 05:00:41","0NANO","0","0USDT","CANCELED","Price Unavailable"
"2021-02-04 04:55:20","109860349","NANOUSDT","Stop-Limit","SELL","3.57","40.11NANO","2021-02-04 05:00:41","0NANO","0","0USDT","CANCELED","Price Unavailable"
"2021-02-04 04:46:24","109857412","NANOUSDT","Limit","BUY","3.59","20.11NANO","2021-02-04 04:46:24","20.11NANO","3.5818","72.029998USDT","FILLED","Price Unavailable"
"2021-02-04 04:31:30","2878622668","ETHUSDT","Limit","SELL","1660","0.04007ETH","2021-02-04 04:31:47","0.04007ETH","1660","66.5162USDT","FILLED","Price Unavailable"
"2021-02-03 04:18:20","191791844","DOGEUSDT","Market","BUY","0","1000DOGE","2021-02-03 04:18:20","1000DOGE","0.0332134","33.2134USDT","FILLED","Price Unavailable"
"2021-02-03 04:17:39","109389253","NANOUSDT","Market","SELL","0","7.6NANO","2021-02-03 04:17:39","7.6NANO","3.568","27.1168USDT","FILLED","Price Unavailable"
"2021-02-03 04:17:10","1588293467","XRPUSDT","Market","SELL","0","30.9XRP","2021-02-03 04:17:10","30.9XRP","0.38143","11.786187USDT","FILLED","Price Unavailable"
"2021-02-02 15:27:19","109113032","NANOUSDT","Market","BUY","0","7.62NANO","2021-02-02 15:27:19","7.62NANO","3.5301","26.899362USDT","FILLED","Price Unavailable"
"2021-02-02 15:26:43","435976513","BANDUSDT","Market","SELL","0","2.39BAND","2021-02-02 15:26:43","2.39BAND","11.2799","26.958961USDT","FILLED","Price Unavailable"
"2021-02-02 04:37:01","258297963","BANDBTC","Market","BUY","0","0.4BAND","2021-02-02 04:37:01","0.4BAND","0.000359","0.0001436BTC","FILLED","Price Unavailable"
"2021-02-02 04:36:16","539606797","XRPBTC","Market","SELL","0","13XRP","2021-02-02 04:36:16","13XRP","0.00001126","0.00014638BTC","FILLED","Price Unavailable"
"2021-02-02 02:40:55","539359060","XRPBTC","Market","BUY","0","94XRP","2021-02-02 02:40:55","94XRP","0.00001078","0.00101332BTC","FILLED","Price Unavailable"
"2021-02-02 02:38:10","135837524","NANOBTC","Market","BUY","0","10.01NANO","2021-02-02 02:38:10","10.01NANO","0.00010454","0.00104647BTC","FILLED","Price Unavailable"
"2021-02-02 02:22:14","258125013","BANDBTC","Market","BUY","0","2BAND","2021-02-02 02:22:14","2BAND","0.00037261","0.00074522BTC","FILLED","Price Unavailable"
"2021-02-02 02:16:44","135835410","NANOBTC","Market","BUY","0","10NANO","2021-02-02 02:16:44","10NANO","0.0001043","0.001043BTC","FILLED","Price Unavailable"
